Extraction Date:,7/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,Age 3,Age 4,Age 5,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2016,Alabama,"Separate School, Age 3-5",All Disabilities,11,20,19,0,3,10,4,1,2,30,17,33,0,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,43,68,65,59,57,94,83,102,84,119,98,71,43,40,6,324,580,160,1064,14,1050,318,746,2,11,480,43,1,21,506
2016,Alabama,Service Provider Location,All Disabilities,278,278,164,1,9,125,52,0,6,527,207,513,6,714,720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),All Disabilities,295,663,1503,12,35,589,117,3,44,1661,758,1703,44,2417,2461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),All Disabilities,31,68,129,3,1,60,19,1,3,141,72,156,10,218,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend at least 10 hours),All Disabilities,577,1197,1702,12,56,1237,180,1,57,1933,1018,2458,37,3439,3476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend less than 10 hours),All Disabilities,142,143,172,2,10,120,35,0,7,283,135,322,4,453,457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 3-5",All Disabilities,1440,2460,3826,30,118,2226,436,7,129,4780,2310,5416,104,7622,7726,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5233,6056,6831,7205,7111,6791,6514,6204,5824,5876,5864,5176,3243,866,357,45,39227,35458,4511,79196,2356,76840,26284,52912,628,465,29727,4374,56,1520,42426
2016,Alabama,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,10,4,20,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 40% through 79% of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432,310,53,795,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1942,1866,153,3961,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class less than 40% of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,734,635,171,1540,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,13,0,31,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,30,37,68,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,79,23,150,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 3-5",Autism,-,-,-,0,14,183,38,2,17,383,-,-,-,-,637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3181,2943,441,6565,143,6422,1026,5539,38,75,1966,282,5,143,4056
2016,Alabama,Correctional Facilities,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Home,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Homebound/Hospital,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 40% through 79% of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 80% or more of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,0,5,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class less than 40% of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,2,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Parentally Placed in Private Schools,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,3,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Separate Class,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Service Provider Location,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 3-5",Deaf-blindness,-,-,-,0,1,0,0,0,1,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,3,15,1,14,8,7,0,0,1,2,0,1,11
2016,Alabama,Correctional Facilities,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Home,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Homebound/Hospital,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,9,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 40% through 79% of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,419,-,-,419,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 80% or more of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2274,-,-,2274,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class less than 40% of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,494,-,-,494,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Parentally Placed in Private Schools,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,8,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 3-5",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 6-21",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Separate Class,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 3-5",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 6-21",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,31,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Service Provider Location,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 3-5",Developmental delay,-,-,-,6,48,926,201,3,40,1339,-,-,-,-,2563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 6-21",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3238,-,-,3238,169,3069,963,2275,18,24,1231,255,2,85,1623
2016,Alabama,Correctional Facilities,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,5,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Home,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Homebound/Hospital,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,4,19,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 40% through 79% of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,59,5,112,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 80% or more of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,305,578,42,925,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class less than 40% of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,45,4,81,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Parentally Placed in Private Schools,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,76,6,95,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Separate Class,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Separate School, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,59,2,96,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Service Provider Location,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Services in Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 3-5",Emotional disturbance,-,-,-,0,0,0,0,0,0,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Total, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,435,832,66,1333,8,1325,321,1012,6,1,553,33,1,22,717
2016,Alabama,Correctional Facilities,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Home,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Homebound/Hospital,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 40% through 79% of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,31,4,75,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class 80% or more of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274,347,35,656,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Inside regular class less than 40% of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,20,4,51,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,Parentally Placed in Private Schools,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016,Alabama,"Residential Facility, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
