CourseSectionOrigID,Bb_UserPK,EnrollmentStatus,EnrollmentReason,Gender,FinalGradeCEMS,Gradebook_Item,Item_Position,Gradebook_Type,Gradebook_Date,Grade_Category,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,2.2 - 2.3: Quiz,21,N,58:16.3,Qz,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,2.4 - 2.5 Quiz,22,N,01:28.7,Qz,,8,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,2.6: Quiz,23,N,57:33.4,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 2 Assessment: Test,24,N,12:23.4,Qz,,28,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,3.1: Models of the Integumentary System,25,N,00:32.7,Hw,,9.5,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,3.2 - 3.3: Quiz,26,N,00:10.5,Qz,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,3.4: Skin Twin - Discussion Board,27,N,18:38.3,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 3 Assessment: UV Exposure Lab,28,N,31:01.6,Hw,,30,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,,,225,235,235,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,4.2: Balloon Skull Lab,30,N,00:55.4,Hw,,9.13,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,4.1 - 4.3: Quiz,31,N,36:12.7,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,4.4: Quiz,32,N,07:06.0,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,4.5: Muscle Movements in our Daily Life,33,N,52:29.9,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,4.6: Soda and Osteoporosis Research Writing,34,N,34:30.4,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 4 Assessment: Test,35,N,06:19.9,Qz,,28,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,5.1: Quiz,36,N,52:33.5,Qz,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,5.4: Muscle Tissue Types Chart,37,N,14:15.5,Hw,,9.32,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,5.2 - 5.4: Quiz,38,N,12:01.9,Qz,,8,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,,,327.45,345,345,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,5.5: Naming Skeletal Muscle - Discussion Board,40,N,42:35.3,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,5.6: Quiz,41,N,29:25.5,Qz,,8,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 5 Assessment: Fitness Class Poster,42,N,19:45.9,Hw,,30,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,6.1: Quiz,43,N,47:51.4,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,6.2: Helmet Law - Discussion Board,44,N,45:16.1,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,6.3 - 6.4: Quiz,45,N,30:53.9,Qz,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,6.5: Diagramming the Nervous System,46,N,16:15.9,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 6 Assessment: Test,47,N,46:23.3,Qz,,28,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,,,442.45,465,465,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,7.1: Quiz,49,N,36:29.9,Qz,,8,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,7.2: Virtual Eye Dissection,50,N,06:54.9,Hw,,10,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,22:06.4,Hw,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,7.4: Quiz,52,N,07:08.8,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,23:23.1,Hw,,24.75,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,8.1 - 8.3: Quiz,54,N,06:12.7,Qz,,9,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,11:39.8,Hw,,8,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,8.5: Modeling Leptin and Obesity,56,N,44:25.1,Hw,,7.13,0,10,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Unit 8 Assessment: Test,57,N,42:28.0,Qz,,28,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,Final Exam,58,N,19:11.0,,,23,0,30,33:50.5
AnPhA-S116-01,60186,Approved/Enrolled,Course Unavailable at Local School,M,86.272,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,,,578.33,0,625,33:50.5
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,,,585.96,0,625,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,WORK ATTEMPTED,7,T,NULL,,,585.96,625,625,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,0.1: Message Your Instructor,9,N,22:45.9,,,5,0,5,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,0.2: Intro Assignment - Discussion Board,10,N,02:48.9,Hw,,5,0,5,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,0.3: Intro Assignment - Submitting Files,11,N,22:25.8,Hw,,5,0,5,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.1: Quiz,12,N,28:54.9,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.2: Quiz,13,N,34:45.3,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.3: Create a Living Creature,14,N,05:19.9,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.3: Create a Living Creature - Discussion Board,15,N,07:29.3,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.4: Negative Feedback Loop Flowchart,16,N,13:24.5,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,1.5: Quiz,17,N,09:07.2,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 1 Assessment: Pickle Autopsy Lab,18,N,59:30.2,Hw,,30,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,,,105,105,105,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,2.1: Types of Membranes,20,N,46:10.7,Hw,,9,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,2.2 - 2.3: Quiz,21,N,45:53.1,Qz,,9,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,2.4 - 2.5 Quiz,22,N,41:08.1,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,2.6: Quiz,23,N,22:47.7,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 2 Assessment: Test,24,N,41:39.2,Qz,,26,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,3.1: Models of the Integumentary System,25,N,07:44.3,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,3.2 - 3.3: Quiz,26,N,30:05.8,Qz,,8,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,3.4: Skin Twin - Discussion Board,27,N,57:09.9,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 3 Assessment: UV Exposure Lab,28,N,05:58.0,Hw,,30,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,,,227,235,235,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,4.2: Balloon Skull Lab,30,N,13:20.5,Hw,,7.63,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,4.1 - 4.3: Quiz,31,N,54:04.2,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,4.4: Quiz,32,N,27:06.5,Qz,,9,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,4.5: Muscle Movements in our Daily Life,33,N,04:01.6,Hw,,9.13,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,4.6: Soda and Osteoporosis Research Writing,34,N,03:16.7,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 4 Assessment: Test,35,N,14:26.6,Qz,,25,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,5.1: Quiz,36,N,25:05.0,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,5.4: Muscle Tissue Types Chart,37,N,02:33.7,Hw,,9.32,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,5.2 - 5.4: Quiz,38,N,25:15.7,Qz,,4,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,,,321.08,345,345,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,5.5: Naming Skeletal Muscle - Discussion Board,40,N,12:39.3,Hw,,9.63,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,5.6: Quiz,41,N,11:01.2,Qz,,8,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 5 Assessment: Fitness Class Poster,42,N,31:29.1,Hw,,30,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,6.1: Quiz,43,N,37:51.9,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,6.2: Helmet Law - Discussion Board,44,N,24:50.8,Hw,,8.5,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,6.3 - 6.4: Quiz,45,N,45:03.6,Qz,,9,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,6.5: Diagramming the Nervous System,46,N,28:18.3,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 6 Assessment: Test,47,N,03:09.4,Qz,,29,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,,,435.21,465,465,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,7.1: Quiz,49,N,10:48.8,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,7.2: Virtual Eye Dissection,50,N,56:03.1,Hw,,9.25,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,16:51.6,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,7.4: Quiz,52,N,19:56.8,Qz,,8,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,46:18.9,Hw,,30,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,8.1 - 8.3: Quiz,54,N,32:47.6,Qz,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,41:48.5,Hw,,9.5,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,8.5: Modeling Leptin and Obesity,56,N,46:01.1,Hw,,10,0,10,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Unit 8 Assessment: Test,57,N,50:55.2,Qz,,27,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,Final Exam,58,N,22:06.6,,,27,0,30,53:53.8
AnPhA-S116-01,66693,Approved/Enrolled,Course Unavailable at Local School,M,93.7536,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,,,585.96,0,625,53:53.8
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,,,570.01,0,625,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,WORK ATTEMPTED,7,T,NULL,,,570.01,615,615,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,0.1: Message Your Instructor,9,N,23:41.6,,,5,0,5,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,0.2: Intro Assignment - Discussion Board,10,N,29:08.2,Hw,,5,0,5,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,0.3: Intro Assignment - Submitting Files,11,N,36:35.8,Hw,,5,0,5,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.1: Quiz,12,N,50:05.5,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.2: Quiz,13,N,16:07.2,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.3: Create a Living Creature,14,N,25:11.4,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.3: Create a Living Creature - Discussion Board,15,N,39:18.3,Hw,,5.5,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.4: Negative Feedback Loop Flowchart,16,N,06:45.9,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,1.5: Quiz,17,N,45:33.9,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 1 Assessment: Pickle Autopsy Lab,18,N,46:39.6,Hw,,30,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,,,100.5,105,105,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,2.1: Types of Membranes,20,N,49:16.6,Hw,,9,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,2.2 - 2.3: Quiz,21,N,31:16.5,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,2.4 - 2.5 Quiz,22,N,21:51.4,Qz,,7,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,2.6: Quiz,23,N,27:24.3,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 2 Assessment: Test,24,N,23:29.7,Qz,,29,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,3.1: Models of the Integumentary System,25,N,18:55.0,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,3.2 - 3.3: Quiz,26,N,39:54.1,Qz,,9,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,3.4: Skin Twin - Discussion Board,27,N,41:38.2,Hw,,9.38,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 3 Assessment: UV Exposure Lab,28,N,19:34.1,Hw,,27,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,,,220.88,235,235,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,4.2: Balloon Skull Lab,30,N,51:45.4,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,4.1 - 4.3: Quiz,31,N,39:43.3,Qz,,8,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,4.4: Quiz,32,N,15:23.7,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,4.5: Muscle Movements in our Daily Life,33,N,57:39.0,Hw,,6.5,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,4.6: Soda and Osteoporosis Research Writing,34,N,59:08.3,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 4 Assessment: Test,35,N,35:31.8,Qz,,28,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,5.1: Quiz,36,N,41:10.6,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,5.4: Muscle Tissue Types Chart,37,N,54:33.1,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,5.2 - 5.4: Quiz,38,N,26:33.9,Qz,,7,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,,,320.38,345,345,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,5.5: Naming Skeletal Muscle - Discussion Board,40,N,31:04.6,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,5.6: Quiz,41,N,10:30.6,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 5 Assessment: Fitness Class Poster,42,N,16:37.6,Hw,,30,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,6.1: Quiz,43,N,05:03.7,Qz,,7,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,6.2: Helmet Law - Discussion Board,44,N,NULL,Hw,,NULL,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,6.3 - 6.4: Quiz,45,N,09:55.4,Qz,,9,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,6.5: Diagramming the Nervous System,46,N,57:04.4,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 6 Assessment: Test,47,N,30:09.5,Qz,,25,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,,,421.38,465,465,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,7.1: Quiz,49,N,44:54.3,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,7.2: Virtual Eye Dissection,50,N,41:50.3,Hw,,9.25,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,00:36.9,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,7.4: Quiz,52,N,10:34.5,Qz,,7,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,46:39.3,Hw,,27.38,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,8.1 - 8.3: Quiz,54,N,38:42.0,Qz,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,38:26.2,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,8.5: Modeling Leptin and Obesity,56,N,46:35.7,Hw,,10,0,10,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Unit 8 Assessment: Test,57,N,20:51.8,Qz,,28,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,Final Exam,58,N,34:40.1,,,27,0,30,05:47.9
AnPhA-S116-01,66811,Approved/Enrolled,Course Unavailable at Local School,F,91.2016,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,,,570.01,0,625,05:47.9
AnPhA-S116-01,66862,Approved/Enrolled,Course Unavailable at Local School,F,59.8197328,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,,,373.87333,0,625,14:09.3
